ID;Nom startup;description fr;description en;web;creation;Dirigeants;Nbr employes;employeesref;Code postal;Région;Logo;A levé des fonds;Souhaite levé des fonds;Récompensé;enregistré le;Id video youtube;internationale;Pays;facebook;twitter;linkedin;type;filter_types_1;filter_types_2;filter_types_3;filter_clients_1;filter_clients_2;filter_clients_3;filter_clients_4;filter_clients_5;filter_clients_6;filter_services_1;filter_services_2;filter_services_3;filter_services_4;filter_services_5;filter_services_6;filter_services_7;filter_services_8;filter_services_9;filter_secteurs_1;filter_secteurs_2;filter_secteurs_3;filter_tech_1;filter_tech_2;filter_tech_3;filter_tech_4;filter_tech_5;filter_tech_6;filter_tech_7;filter_tech_8;filter_tech_9;filter_tech_10;filter_tech_11;filter_tech_12;filter_tech_13;users_1;users_2;users_3;users_4;users_5;users_6;users_7;users_8
267;Strass Groupe;STRASS accompagne ses clients Grands Comptes dans leurs transformation digitale. Les solutions concernent la formation, l'assistance au poste de travail, l'assistance à la maintenance. STRASS produit des formation digitales et des applications pour tous les écrans : Serious game, e-learning, video interactive, applications en réalité virtuelle, réalité augmentée, mobile learning.;Digital training for all screens: Serious game, e-learning, interactive video, applications in virtual reality, augmented reality, mobile learning. Development of customized distribution platforms.;www.strass.fr;1986;Anne Marleix;21-40;3;75015;IDF;uploads/logo/1529607943.png;0;0;1;2018-02-16 15:25:24;https://www.youtube.com/watch?v=jCPwMfm4RLM;0;France;https://www.facebook.com/strassgroupe;https://twitter.com/strassgroupe;http://www.linkedin.com/company/strass-productions-terra-project-d-veloppement-durable-sustainable-developement-?trk=company_name;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;Organismes de formation;Services publics ou associations;;;Formation à des compétences numériques;Formation à des compétences techniques;Formation académique;;Activités extra-scolaires et développement personnel;Services pour publics à besoins éducatifs particuliers ;Orientation et Insertion Professionnelle;Autres;Scolaire & parascolaire;Enseignement Supérieur;Formation tout au long de la vie;Contenus innovants;Serious game / learning apps;Solutions de distribution;;;;Plateforme d'agrégation et distribution de services;Technologies de back / middle office, connections;Blended learning;;Réalite virtuelle / augmentée;;;;;;;;;Individus en emploi;
268;Studeal;Studeal est la première plateforme web de gestion d'associations étudiantes et de bons plans étudiants;Studeal is the first web platform for the management of student associations and student deals;studeal.fr;2013;David Bouquet, Quentin Dequippe;1-5;1;06000;PACA;uploads/logo/studeal_logo.jpg;1;1;1;2018-02-16 15:25:24;;;;https://www.facebook.com/studeal.fr;https://twitter.com/Studealfr;https://www.linkedin.com/in/quentindequippe/;Start-up/PME;;Start-up/PME;;;Entreprises;;;Services publics ou associations;;Outils de gestion pour enseigner et former;;;;;;;;;;Enseignement Supérieur;;;;;;;Social media / outils de collaboration;Plateforme d'agrégation et distribution de services;Technologies de back / middle office, connections;;;;;;;;Étudiants;;;;;
269;Studizen;"Lancée en 2015, Studizen est une startup spécialisée dans le domaine des EdTech, ayant pour objectif d’améliorer la collaboration et la communication au sein des établissements supérieurs.
Imaginez toute la communication de votre établissement réunie en un seul endroit, consultable instantanément, disponible tout le temps, où que vous soyez. C’est le service qu’offre Studizen.";Studizen is a campus communication application providing services such as real-time messaging, archiving, and search across files, comments and messages . It allows administration, teachers and student to collaborate, communicate and share on the same plateforme in real-time. There are many massive LMS platform as Moodle or Blackboard but basically these LMS has a teacher-centred model to teaching. With Studizen we are exploring a student-centred model.;http://studizen.co;2015;Ilan Amar, Michel Do, Yohann Fiard;1-5;1;75002;IDF;uploads/logo/studizen_logo.jpg;1;0;1;2018-02-16 15:25:24;;;;;;https://www.linkedin.com/in/ilanamar;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;;;;;Outils de gestion pour enseigner et former;;;Formation académique;;;;;Autres;;Enseignement Supérieur;;;;Solutions de distribution;;Learning Management System / CMS;Social media / outils de collaboration;;Technologies de back / middle office, connections;;;;;;;;Étudiants;;Établissement et professionnels de l'enseignement;;;
270;Study 21;"Study 21, start up EdTech et eFormation fondée en 2016, bénéficie de l’expertise d’enseignants-chercheurs et professionnels reconnus, change makers de l'éducation, positionnés en France et à l'international. Study 21 propose des produits et une méthodologie qui connectent : VISUAL LEARNING + ADAPTIVE LEARNING + UX / UI LEARNING DESIGN aux nouveaux formats: MOOC, SPOC, COOC, académies digitales… 
Study 21, spécialisée dans les formations en humanités numériques, propose son propre MOOC de la Data Visualisation: METROVIZ, une solution unique sur le marché. MétroViz intègre la solution ©MétroTeach, une nouvelle génération de plateformes d’enseignement, permettant de générer dynamiquement des parcours pédagogiques personnalisés et visuels. Jeune entreprise innovante, Study 21 bénéficie de l’agrément pour le CIR jusqu’en 2019. Ils nous soutiennent: le Ministère de lʼEnseignement supérieur, de la Recherche et de lʼInnovation, Bpifrance, Transferts LR et la Région Occitanie.";"Study 21, start up EdTech and eTraining founded in 2016, benefits from the expertise of recognized teacher-researchers and professionals, change makers of education, positioned in France and internationally. Study 21 offers products and methodology that connect: VISUAL LEARNING + ADAPTIVE LEARNING + UX / UI LEARNING DESIGN to new formats: MOOC, SPOC, COOC, digital academies... 
Study 21, specialized in digital humanities training, offers its own Data Visualization MOOC: METROVIZ, a unique solution on the market. MétroViz integrates the ©MétroTeach solution, a new generation of teaching platforms, allowing the dynamic generation of personalized and visual teaching paths. As a young innovative company, Study 21 is approved for the CIR until 2019. They support us: le Ministère de lʼEnseignement supérieur,de la Recherche et de lʼInnovation, Bpifrance, Transferts LR et la Région Occitanie.";http://www.study21.fr;2016;Coleta Vaisman;1-mai;1;34400;OCC;uploads/logo/1528279531.png;0;0;0;2018-02-16 15:25:25;lwLMNtL4-l8;0;France;;;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;Organismes de formation;Services publics ou associations;;Outils de gestion pour enseigner et former;Formation à des compétences numériques;;Formation académique;;;;;;;;Formation tout au long de la vie;Contenus innovants;;Solutions de distribution;Adaptive learning;;;;Technologies de back / middle office, connections;Blended learning;;;;;;;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;Particuliers;Individus en emploi;Individus en reconversion ou sans emploi
271;Study Quizz;"Une start-up spécialisée dans le développement de solutions digitales dans le domaine de l’éducation.
Notre particularité ?
Chacune des solutions que nous développons doit répondre affirmativement aux trois questions suivantes pour l’utilisateur :
- est-elle utilisable par tous ?
- est-elle entièrement gratuite ?
- est-elle dans l’ère du temps ?";"We disrupt digital education and educational guidance by providing apps and websites to students all around the world.
Our singularity is simple: Each of our solutions we develop must succeed our « FAD test ».
- Free for users
- Available for everyone and everywhere
- Digital and mobile media";http://www.studyquizz.fr;2013;Adrien Fourrier, Léo Sounigo;1-5;3;75012;IDF;uploads/logo/study quizz_logo.jpg;1;0;1;2018-02-16 15:25:25;;;;;;https://www.linkedin.com/in/adrien-fourrier-160540107?authType=NAME_SEARCH&authToken=bae9&locale=fr_FR&srchid=2010794381484828606092&srchindex=1&srchtotal=3&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A2010794381484828606092%2CVSRPtargetId%3A452210904%2CVSRPcmpt%3Aprimary%2CVSRPnm%3Atrue%2CauthType%3ANAME_SEARCH;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;;;;;;;Formation académique;Services aux familles et étudiants;;;;;Scolaire & parascolaire;Enseignement Supérieur;;Contenus innovants;Serious game / learning apps;;;;Social media / outils de collaboration;;;;;;;;;Élèves du CP à la terminale;Étudiants;;Établissement et professionnels de l'enseignement;;;
273;Super-Julie;"- Super-Julie est sur web et en appli gratuite : Conseil et catalogue d'applis pour enfants  (classement multicritères et sélections fines par niveau et matières).
- BOX SUPER-JULIE : solution complète d'apprentissage multisupports (livre + apps + jeu réel ET livret parcours détaillé pas à pas, avec vrais tuyaux pédagos) construite pour répondre à un besoin précis : numération, conjugaison, multiplication, géographie etc ...";"Super-Julie is an app and a website with the best apps for kids to learn without stress, by playing and training with fun. I also propose a box that is a perfect mash-up with digital apps + paper book + physical game AND the ""teaching aid"" book that will guide them from the app to the book and threw the game ...";http://www.super-julie.fr;2014;Julie Kuhn;1-5;1;75015;IDF;uploads/logo/super-julie_logo.jpg;1;0;0;2018-02-16 15:25:25;;;;;;https://fr.linkedin.com/in/julie-kuhn-b4598522;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;Particuliers;;;;;;;;Services aux familles et étudiants;;Services pour publics à besoins éducatifs particuliers ;;;Scolaire & parascolaire;;;Contenus innovants;Serious game / learning apps;;;;;;;;Supports / équipements;;;;Élèves de maternelle;Élèves du CP à la terminale;;;Établissement et professionnels de l'enseignement;;;
274;Superprof;Superprof est d'une part une communauté d'un million de professeurs particuliers triés sur le volet et d'autre moteur de recherche pour trouver le professeur parfait dans tous les domaines. Les Superprofs donnent des cours par webcam ou en face à face partout en Europe + Brésil, Mexique et US.;Superprof is a tutor marketplace;http://www.superprof.fr;2013;Wilfried Granier, Yann Leguillon;1-5;3;75018;IDF;uploads/logo/superprof_logo.jpg;0;0;1;2018-02-16 15:25:26;;;;;;;Start-up/PME;;Start-up/PME;;;;Particuliers;;;;;Formation à des compétences numériques;;Formation académique;Services aux familles et étudiants;Activités extra-scolaires et développement personnel;;;;Scolaire & parascolaire;Enseignement Supérieur;Formation tout au long de la vie;;;;;;;Plateforme d'agrégation et distribution de services;;;;;;;;Élèves du CP à la terminale;Étudiants;Apprentis et étudiants en voie professionnelle;;Particuliers;Individus en emploi;Individus en reconversion ou sans emploi
275;Tabuleo;Tabuleo - Librairie numérique scolaire fournisseur de manuels numériques scolaires et parascolaires.;Ressources provider;http://www.tabuleo.com;2015;Gael Leveneur, Anthony Dassonville;1-5;1;59650;HDF;uploads/logo/tabuleo.com_logo.jpg;0;0;0;2018-02-16 15:25:26;;;;;;Tabuleo;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;;;Services publics ou associations;;;;;Formation académique;;;;;;Scolaire & parascolaire;;;Contenus innovants;;Solutions de distribution;;Learning Management System / CMS;;;;;;;;;;Élèves du CP à la terminale;;;;;;
276;TANu;"TANu (www.tanu.io) est une plateforme universelle de culture numérique composée d’un test et de l’Ecole associée, un centre de ressource permettant de progresser dans sa culture numérique.
 
TANu met l’humain au cœur du sujet de la transformation numérique des entreprises et des organisations en les aidant à préparer la phase opérationnelle de leur transformation numérique : la formation des femme et des hommes de l'entreprise.";"TANu (www.tanu.io) is a universal platform of digital culture composed of a test and the Associated School, a resource center to progress in its digital culture.
 
TANu puts people at the heart of the digital transformation of businesses and organizations by helping them prepare for the operational phase of their digital transformation: the training of women and men in the business.";tanu.io;2017;David Castéra, Yannick Ayaisset, Cécile Faure;1-5;1;64400;NA;uploads/logo/tanu_logo.jpg;0;0;1;2018-02-16 15:25:26;;;;https://www.facebook.com/tanuRH/;https://twitter.com/tanu_RH;https://www.linkedin.com/in/davidcastera;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;Organismes de formation;Services publics ou associations;;;Formation à des compétences numériques;;;;;;;;;;Formation tout au long de la vie;;;Solutions de distribution;Adaptive learning;;;;;;;;;;;;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;;Individus en emploi;Individus en reconversion ou sans emploi
277;Teach on Mars;Teach on Mars est une plateforme de formation nouvelle génération, complète, engageante et sociale, offrant une expérience utilisateur premium sur les mobiles. Elle permet aux entreprises de créer des programmes de formation interactifs, engageants et ludiques via une grande variété d'activités, de fonctionnalités de communication et de gamification avancées. Le contenu de formation est accessible en ligne comme hors ligne, et les formations peuvent être adaptées aux profils des apprenants.;"Teach on Mars is a new generation learning platform for web and mobile devices.
 Mobile native. Engaging and social. Premium learner experience. It helps businesses create training programs that are interactive, engaging and fun. It comes equipped with a wide variety of educational activities, communication features and advanced gamification. Training content can be available either online or offline, and you can customize training according to learner profiles.";http://www.teachonmars.com;2012;Vincent Desnot, Nicolas Goutaland, Tanguy Deleplanque, Tiphaine Duchet, Emmanuel Remy;41-80;3;83400;PACA;uploads/logo/teach on mars_logo.jpg;1;1;1;2018-02-16 15:25:27;;1;France , Italie , Royaume-Uni;https://www.facebook.com/teachonmarsen-451439938265300/;https://twitter.com/teachonmarsfr;https://www.linkedin.com/company/teach-on-mars;Start-up/PME;;Start-up/PME;;;Entreprises;;Organismes de formation;;;Outils de gestion pour enseigner et former;;;;;;;;;;;Formation tout au long de la vie;;Serious game / learning apps;;;Learning Management System / CMS;;;;;;;;;;;;;;;Individus en emploi;
